name,district,locationCode,primaryAddressLine,stateCode,zip,accessibilityCode,accessibilityDescription,profile,website,boroughNumber,boroughName,phoneNumber,size,grades,campus,distance,networkCode,networkLead,networkLeadPhone,networkLeadEmail,rank,displayName,point/objectId1,point/objectId,point/x,point/y,point/schoolName,point/boroughNumber,point/locationCode,point/district,point/zip,point/neighborhood,point/shape,dUSInformation/locationCode,dUSInformation/schoolName,dUSInformation/borough,dUSInformation/highSchool/schoolDirectoryYear,dUSInformation/highSchool/stage,dUSInformation/highSchool/email,dUSInformation/highSchool/indepedentWebsite,dUSInformation/highSchool/schoolType,dUSInformation/highSchool/accessibility,dUSInformation/highSchool/eLLProgramsESL,dUSInformation/highSchool/interestAreas,dUSInformation/highSchool/selectionMethods,dUSInformation/middleSchool/schoolDirectoryYear,childhoodCenter/objectId,childhoodCenter/locationCode,childhoodCenter/borough,childhoodCenter/district,childhoodCenter/name,childhoodCenter/phone,childhoodCenter/address,childhoodCenter/zip,childhoodCenter/dayLength,childhoodCenter/sPCoordX,childhoodCenter/sPCoordY,childhoodCenter/pjAreaName,childhoodCenter/boroCode,childhoodCenter/bin,childhoodCenter/bbl,childhoodCenter/seats,childhoodCenter/email,childhoodCenter/prekType,isChildhoodCenter,dayLength,managedBy,seats,prekType,childhoodCenter/dchDcId,childhoodCenter/contract,childhoodCenter/webSite,childhoodCenter/taxId,childhoodCenter/pepApproved,optCode
Riverdale Avenue Community School,23,K446,76 RIVERDALE AVENUE,NY,11212,,,http://schools.nyc.gov/SchoolPortals/23/K446/default.htm,,3,Brooklyn,718-485-1679,363,"PK,0K,01,02,03,04,05,SE",,0,N102,"Sheehan, Alison",718-935-3707,ASheehan3@schools.nyc.gov,100,Riverdale Avenue Community School (K446),0,2889,-8228022.4351,4962299.2048,Riverdale Avenue Community School,3,K446,23,11212,Brownsville,2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,54,DOE,,,,,,23445
Riverdale Avenue Middle School,23,K668,76 RIVERDALE AVENUE,NY,11212,,,http://schools.nyc.gov/SchoolPortals/23/K668/default.htm,,3,Brooklyn,718-346-0764,115,"06,07,08,SE",,0,N102,"Sheehan, Alison",718-935-3707,ASheehan3@schools.nyc.gov,100,Riverdale Avenue Middle School (K668),0,2938,-8228027.1153,4962321.2366,Riverdale Avenue Middle School,3,K668,23,11212,Brownsville,2938,K668,Riverdale Avenue Middle School,Brooklyn,,,,,,,,,,7164,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,23668
Riverdale Montessori School,10,XAOS,5705 Mosholu Avenue,NY,10471,,,,riverdalekingsbridgemontessori.com,2,Bronx,(718) 543-4884,0,PK,,0,,,,,100,Riverdale Montessori School (XAOS),0,306,-8226544.8803,4998439.7569,Riverdale Montessori School,2,XAOS,10,10471,North Riverdale - Fieldston - Riverdale,306,,,,,,,,,,,,,,343,XAOS,X,10,Riverdale Montessori School,(718) 543-4884,5705 Mosholu Avenue,10471,1,1011806,269258,North Riverdale - Fieldston - Riverdale,2,2085035,2058590304,38,jasmineedu@aol.com,NYCEEC,true,1,99,38,NYCEEC,DC16961,R0968,riverdalekingsbridgemontessori.com,134056032,1,
"Riverdale Neighborhood House, Inc.",10,XAPA,5521 Mosholu Avenue,NY,10471,,,,riverdaleonline.org,2,Bronx,(718) 549-8100,0,PK,,0,,,,,100,"Riverdale Neighborhood House, Inc. (XAPA)",0,431,-8226941.0454,4998098.7917,"Riverdale Neighborhood House, Inc.",2,XAPA,10,10471,North Riverdale - Fieldston - Riverdale,431,,,,,,,,,,,,,,483,XAPA,X,10,"Riverdale Neighborhood House, Inc.",(718) 549-8100,5521 Mosholu Avenue,10471,1,1010824,268413,North Riverdale - Fieldston - Riverdale,2,2098789,2058501585,72,kpowers@riverdaleonline.org,NYCEEC,true,1,99,72,NYCEEC,DC1792,R0882,riverdaleonline.org,131740024,1,
Riverdale Temple Nursery School,10,XAPC,4545 Independence Avenue,NY,10471,,,,,2,Bronx,(718) 796-0335,0,PK,,0,,,,,100,Riverdale Temple Nursery School (XAPC),0,432,-8227938.5752,4996379.1755,Riverdale Temple Nursery School,2,XAPC,10,10471,North Riverdale - Fieldston - Riverdale,432,,,,,,,,,,,,,,484,XAPC,X,10,Riverdale Temple Nursery School,(718) 796-0335,4545 Independence Avenue,10471,1,1008351,264156,North Riverdale - Fieldston - Riverdale,2,2088698,2059200456,44,nsdirector.rtns@gmail.com,NYCEEC,true,1,99,44,NYCEEC,DC248,R0819,,131869317,1,
Riverdale Y Early Childhood Program,10,XAPD,5625 Arlington Avenue,NY,10471,,,,riverdaley.org,2,Bronx,(347) 913-4445,0,PK,,0,,,,,100,Riverdale Y Early Childhood Program (XAPD),0,601,-8227413.4255,4998367.7004,Riverdale Y Early Childhood Program,2,XAPD,10,10471,North Riverdale - Fieldston - Riverdale,601,,,,,,,,,,,,,,758,XAPD,X,10,Riverdale Y Early Childhood Program,(347) 913-4445,5625 Arlington Avenue,10471,1,1009650,269077,North Riverdale - Fieldston - Riverdale,2,2086312,2059520374,36,mfinkel@riverdaley.org,NYCEEC,true,1,99,36,NYCEEC,DC1836, ,riverdaley.org,131740507,1,
Riverton Street Charter School,29,Q341,118-34 RIVERTON STREET,NY,11412,,,http://schools.nyc.gov/SchoolPortals/29/Q341/default.htm,,4,Queens,718-481-8200,0,"0K,01,02,03,04,05,06,07,08,SE",,0,,,,,100,Riverton Street Charter School (Q341),0,2794,-8211305.6806,4966626.1841,Riverton Street Charter School,4,Q341,29,11412,St. Albans,2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,29341
Roads Charter School I,23,K395,1495 HERKIMER STREET,NY,11233,,,http://schools.nyc.gov/SchoolPortals/23/K395/default.htm,,3,Brooklyn,718-280-9819,0,"09,10,11,12",,0,,,,,100,Roads Charter School I (K395),0,2888,-8226954.0838,4964918.3113,Roads Charter School I,3,K395,23,11233,Ocean Hill,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,23395
ROADS Charter School II,12,X200,1010 REV. J. A. POLITE AVENUE,NY,10459,,,http://schools.nyc.gov/SchoolPortals/12/X200/default.htm,,2,Bronx,718-861-7515,0,"09,10,11,12,SE",,0,,,,,100,ROADS Charter School II (X200),0,2877,-8226294.8209,4986352.416,Roads Charter School II,2,X200,12,10459,Longwood,2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,12200
Robert E. Peary School,24,Q075,16-66 HANCOCK STREET,NY,11385,,,http://schools.nyc.gov/SchoolPortals/24/Q075/default.htm,,4,Queens,718-456-7588,565,"PK,0K,01,02,03,04,05,06,07,08,SE",,0,N752,"LE FEVRE, KATHLEEN",212-802-1534,KLefevr@schools.nyc.gov,100,Robert E. Peary School (Q075),0,1934,-8227076.4941,4967992.0709,ROBERT E. PEARY SCHOOL,4,Q075,24,11385,Ridgewood,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,24075
Robert F. Kennedy Community High School,25,Q670,75-40 PARSONS BOULEVARD,NY,11366,,,http://schools.nyc.gov/SchoolPortals/25/Q670/default.htm,,4,Queens,718-969-5510,718,"09,10,11,12",,0,N201,"Zaza, Joseph",718-281-7520,JZaza@schools.nyc.gov,100,Robert F. Kennedy Community High School (Q670),0,2143,-8216608.2875,4971912.3955,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,4,Q670,25,11366,Kew Gardens Hills,2143,Q670,Robert F. Kennedy Community High School,Queens,7542,Published,babdell@schools.nyc.gov,www.rfkschools.org,,Not Functionally Accessible,,Humanities &amp; Interdisciplinary,Ed. Opt.,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,25300
"Robert F. Wagner, Jr. Secondary School for Arts and Technology",24,Q560,47-07 30TH PLACE,NY,11101,,,http://schools.nyc.gov/SchoolPortals/24/Q560/default.htm,,4,Queens,718-472-5671,615,"06,07,08,09,10,11,12,SE",,0,N561,"JONES, DEREK",646-486-8177,DJones19@schools.nyc.gov,100,"Robert F. Wagner, Jr. Secondary School for Arts and Technology (Q560)",0,2135,-8230556.0358,4974462.1012,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",4,Q560,24,11101,Hunters Pt - Sunnyside - W Maspeth,2135,Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,7550,Published,svu@schools.nyc.gov,www.rfwagner.org,,Functionally Accessible,,Humanities &amp; Interdisciplinary,Ed. Opt.|For Continuing 8th Graders,7520,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,24560
Robert H. Goddard High School of Communication Arts and Technology,27,Q308,138-30 LAFAYETTE STREET,NY,11417,,,http://schools.nyc.gov/SchoolPortals/27/Q308/default.htm,,4,Queens,718-848-8357,604,"09,10,11,12,SE",,0,N536,"BEIRNE, GERARD/HAYES, NIOBE",212-920-7636,GBeirne@schools.nyc.gov; NHayes2@schools.nyc.gov,100,Robert H. Goddard High School of Communication Arts and Technology (Q308),0,2110,-8220455.6029,4963912.6135,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,4,Q308,27,11417,Ozone Park,2110,Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,7880,Published,N/A,www.goddardhs308.org,,Functionally Accessible,,Communications,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,27308
Rochdale Early Advantage Charter School,28,Q342,122-05 SMITH STREET,NY,11434,,,http://schools.nyc.gov/SchoolPortals/28/Q342/default.htm,,4,Queens,718-978-0075,0,"PK,0K,01,02,03,04,05",,0,,,,,100,Rochdale Early Advantage Charter School (Q342),0,2693,-8212946.2853,4965211.2589,The Rochdale Early Advantage Charter School,4,Q342,28,11434,Baisley Park,2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,2,36,CHARTER,,,,,,28001
"Rochdale Village Nursery School, Inc.",28,QBCC,17030 130th Avenue,NY,11434,,,,,4,Queens,(718) 723-2224,0,PK,,0,,,,,100,"Rochdale Village Nursery School, Inc. (QBCC)",0,433,-8212127.8837,4964780.9547,"Rochdale Village Nursery School, Inc.",4,QBCC,28,11434,Springfield Gardens North,433,,,,,,,,,,,,,,485,QBCC,Q,28,"Rochdale Village Nursery School, Inc.",(718) 723-2224,17030 130th Avenue,11434,1,1047824,185923,Springfield Gardens North,4,4436341,4124950002,20,rrochdalenursery@aim.com,NYCEEC,true,1,99,20,NYCEEC,DC3088,ACS,,112034932,1,
Rockaway Child Care Center,27,QAOQ,1466 Beach Channel Dr.,NY,11691,,,,,4,Queens,(718) 327-1384,0,PK,,0,,,,,100,Rockaway Child Care Center (QAOQ),0,1017,-8210097.4902,4955009.8619,Rockaway Child Care Center,4,QAOQ,27,11691,Far Rockaway - Bayswater,1017,,,,,,,,,,,,,,515,QAOQ,Q,27,Rockaway Child Care Center,(718) 327-1384,1466 Beach Channel Dr.,11691,1,1052952,161672,Far Rockaway - Bayswater,4,4449690,4155010002,36,rockawayccc@aol.com,NYCEEC,true,1,99,36,NYCEEC,,,,,,
Rockaway Collegiate High School,27,Q351,100-00 BEACH CHANNEL DRIVE,NY,11694,,,http://schools.nyc.gov/SchoolPortals/27/Q351/default.htm,,4,Queens,718-734-3290,369,"09,10,11,12,SE",,0,N404,"BIBBS, MALIKA",718-329-8107,MElwin@schools.nyc.gov,100,Rockaway Collegiate High School (Q351),0,2801,-8218038.6014,4951527.2949,Rockaway Collegiate High School,4,Q351,27,11694,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,2801,Q351,Rockaway Collegiate High School,Queens,7920,Published,nfennel@schools.nyc.gov,http://schools.nyc.gov/SchoolPortals/27/Q351/default.htm,,Functionally Accessible,,Humanities &amp; Interdisciplinary,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,27351
Rockaway Park High School for Environmental Sustainability,27,Q324,100-00 BEACH CHANNEL DRIVE,NY,11694,,,http://schools.nyc.gov/SchoolPortals/27/Q324/default.htm,,4,Queens,718-734-3280,337,"09,10,11,12,SE",,0,N404,"BIBBS, MALIKA",718-329-8107,MElwin@schools.nyc.gov,100,Rockaway Park High School for Environmental Sustainability (Q324),0,2678,-8218086.4995,4951481.7824,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,4,Q324,27,11694,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,2678,Q324,Rockaway Park High School for Environmental Sustainability,Queens,7907,Published,Ddefreitas2@schools.nyc.gov,www.RockawayParkHS.com,,Functionally Accessible,,Engineering|Humanities &amp; Interdisciplinary,Limited Unscreened,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,27564
Rockgate Day Care Center 1,19,KCKG,770-784 Glenmore Ave,NY,11208,,,,,3,Brooklyn,(718) 827-1234,0,PK,,0,,,,,100,Rockgate Day Care Center 1 (KCKG),0,790,-8224476.32,4964548.5927,Rockgate Day Care Center 1,3,KCKG,19,11208,East New York,790,,,,,,,,,,,,,,987,KCKG,K,19,Rockgate Day Care Center 1,(718) 827-1234,770-784 Glenmore Ave,11208,1,1017056,185285,East New York,3,3088977,3040040012,25,rockgatedaycarellc@gmail.com,NYCEEC,true,1,99,25,NYCEEC,,,,621823291,1,
"Roger Day Care, Inc.",17,KBXS,775 Rogers Avenue,NY,11226,,,,,3,Brooklyn,(718) 703-4312,0,PK,,0,,,,,100,"Roger Day Care, Inc. (KBXS)",0,771,-8232340.3738,4961146.857,"Roger Day Care, Inc.",3,KBXS,17,11226,Prospect  - Lefferts Grdn - Wingate,771,,,,,,,,,,,,,,968,KBXS,K,17,"Roger Day Care, Inc.",(718) 703-4312,775 Rogers Avenue,11226,1,997465,176822,Prospect  - Lefferts Grdn - Wingate,3,3116809,3050880006,26,raps775@gmail.com,NYCEEC,true,1,99,26,NYCEEC,DC10568,,,202702608,1,
Ronald Edmonds Learning Center II,23,K484,430 HOWARD AVENUE,NY,11233,,,http://schools.nyc.gov/SchoolPortals/23/K484/default.htm,,3,Brooklyn,718-467-0306,138,"06,07,08,SE",,0,N113,"Sheehan, Alison",718-935-3707,ASheehan3@schools.nyc.gov,100,Ronald Edmonds Learning Center II (K484),0,1476,-8228715.2496,4964264.6589,RONALD EDMONDS LEARNING CENTER II,3,K484,23,11233,Ocean Hill,1476,K484,Ronald Edmonds Learning Center II,Brooklyn,,,,,,,,,,7135,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,17484
"Ronomoza, Inc. / the Learning Experience",21,KCIY,412 Kings Highway,NY,11223,,,,brooklyn.tlechildcare.com/,3,Brooklyn,(718) 627-7340,0,PK,,0,,,,,100,"Ronomoza, Inc. / the Learning Experience (KCIY)",0,736,-8234817.8173,4954146.5325,"Ronomoza, Inc. / the Learning Experience",3,KCIY,21,11223,Bensonhurst East,736,,,,,,,,,,,,,,933,KCIY,K,21,"Ronomoza, Inc. / the Learning Experience",(718) 627-7340,412 Kings Highway,11223,1,991295,159431,Bensonhurst East,3,3253634,3066787501,36,brooklyn@tlecorp.com,NYCEEC,true,1,99,36,NYCEEC,DC26062,,brooklyn.tlechildcare.com/,461414405,1,
Rosalyn Yalow Charter School,09,X486,116-118 EAST 169 STREET,NY,10456,,,http://schools.nyc.gov/SchoolPortals/09/X486/default.htm,,2,Bronx,,0,"0K,01,02,03,04,05",,0.238261396167966,,,,,100,Rosalyn Yalow Charter School (X486),3047,3047,-8228444.408,4988275.0462,Rosalyn Yalow Charter School,2,X486,9,10452,West Concourse,3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,2,,,,,,,,09486
Rose Group Family Day Care I,31,RAEN,104 Birch Road,NY,10303,,,,,5,Staten Island,(718) 913-0327,0,PK,,0,,,,,100,Rose Group Family Day Care I (RAEN),0,1164,-8256093.7532,4957070.8455,Rose Group Family Day Care I,5,RAEN,31,10303,MarinersHbr-Arlington-PtIvory-Granitvlle,1164,,,,,,,,,,,,,,1284,RAEN,R,31,Rose Group Family Day Care I,(718) 913-0327,104 Birch Road,10303,1,938237,166739,MarinersHbr-Arlington-PtIvory-Granitvlle,5,5033406,5016700539,12,sbuttrosedaycare@gmail.com,NYCEEC,true,1,99,12,NYCEEC,,,,,,
Rose Hill Pre-K Center,10,X535,2512 MARION AVENUE,NY,10458,,,http://schools.nyc.gov/SchoolPortals/10/X535/default.htm,,2,Bronx,,130,PK,,0,,,,,100,Rose Hill Pre-K Center (X535),0,0,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,
Rose Hill Pre-K Center at 3560 Webster Avenue,10,Z092,3560 Webster Avenue,NY,10467,,,,,2,Bronx,(212) 637-8000,0,PK,,0,,,,,100,Rose Hill Pre-K Center at 3560 Webster Avenue (Z092),0,1209,-8223240.3748,4994718.6693,Rose Hill Pre-K Center at 3560 Webster Avenue,2,Z092,10,10467,Norwood,1209,,,,,,,,,,,,,,1329,Z092,X,10,Rose Hill Pre-K Center at 3560 Webster Avenue,(212) 637-8000,3560 Webster Avenue,10467,1,1020020,260225,Norwood,2,2018703,2033600361,90,pre-k@schools.nyc.gov,PKC,true,1,99,90,PKC,,,,,,
Rose Hill Pre-K Center at 3605 Sedgwick Avenue,10,Z091,3605 Sedgwick Avenue,NY,10463,,,,,2,Bronx,(212) 637-8000,0,PK,,0,,,,,100,Rose Hill Pre-K Center at 3605 Sedgwick Avenue (Z091),0,1210,-8226118.9034,4994884.6916,Rose Hill Pre-K Center at 3605 Sedgwick Avenue,2,Z091,10,10463,Van Cortlandt Village,1210,,,,,,,,,,,,,,1330,Z091,X,10,Rose Hill Pre-K Center at 3605 Sedgwick Avenue,(212) 637-8000,3605 Sedgwick Avenue,10463,1,1012875,260464,Van Cortlandt Village,2,,,36,pre-k@schools.nyc.gov,PKC,true,1,99,36,PKC,,,,,,
Round the Clock Nursery,10,XAPH,2380 Marion Avenue,NY,10458,,,,roundtheclocknursery.org,2,Bronx,(718) 329-6023,0,PK,,0.897454568064433,,,,,100,Round the Clock Nursery (XAPH),434,434,-8225996.6552,4991463.2851,Round the Clock Nursery,2,XAPH,10,10458,Fordham South,434,,,,,,,,,,,,,,486,XAPH,X,10,Round the Clock Nursery,(718) 329-6023,2380 Marion Avenue,10458,1,1013188,251996,Fordham South,2,2011053,2030240008,120,faith.shein@oundtheclocknursery.org,NYCEEC,true,1,99,120,NYCEEC,DC228,R0922,roundtheclocknursery.org,133895468,1,
Russo First Step,27,QAVG,11801 101st Avenue,NY,11419,,,,heartshare.org,4,Queens,(718) 805-7117,0,PK,,0,,,,,100,Russo First Step (QAVG),0,435,-8218360.5579,4966709.4534,Russo First Step,4,QAVG,27,11419,Richmond Hill,435,,,,,,,,,,,,,,487,QAVG,Q,27,Russo First Step,(718) 805-7117,11801 101st Avenue,11419,1,1032285,190674,Richmond Hill,4,4199634,4094560030,16,martha.kuszek@heartshare.org,NYCEEC,true,1,99,16,NYCEEC,DC2693,R0922,heartshare.org,111633549,1,
Sacred Heart Catholic Academy,29,QAEP,115-50 221 Street,NY,11411,,,,,4,Queens,(718) 527-0123,0,PK,,0,,,,,100,Sacred Heart Catholic Academy (QAEP),0,1165,-8208434.6049,4967966.4639,Sacred Heart Catholic Academy,4,QAEP,29,11411,Cambria Heights,1165,,,,,,,,,,,,,,1282,QAEP,Q,29,Sacred Heart Catholic Academy,(718) 527-0123,115-50 221 Street,11411,1,1057003,193854,Cambria Heights,4,4243292,4112840001,18,sacredheartrcch@gmail.com,NYCEEC,true,1,99,18,NYCEEC,,,,,,
Sacred Heart Head Start,9,XARK,95 West 168th Street,NY,10452,,,,cmcs.org,2,Bronx,(718) 293-2006,0,PK,,0.693178866500812,,,,,100,Sacred Heart Head Start (XARK),755,755,-8229226.0952,4988542.3713,Sacred Heart Head Start,2,XARK,9,10452,Highbridge,755,,,,,,,,,,,,,,953,XARK,X,9,Sacred Heart Head Start,(718) 293-2006,95 West 168th Street,10452,2,1005170,244756,Highbridge,2,2003305,2025170001,54,mserrano@cmcs.org,NYCEEC,true,2,99,54,NYCEEC,DC25851,,cmcs.org,131740443,1,
Sacred Heart Parochial,2,MBAU,456 West 52nt Street  ,NY,10019,,,,shjsnyc.org,1,Manhattan,(212) 246-4784,0,PK,,0.849295060578077,,,,,100,Sacred Heart Parochial (MBAU),659,659,-8236550.6384,4977814.5009,Sacred Heart Parochial,1,MBAU,2,10019,Clinton,659,,,,,,,,,,,,,,863,MBAU,M,2,Sacred Heart Parochial,(212) 246-4784,456 West 52nt Street  ,10019,1,986966,218169,Clinton,1,1077357,1010610054,90,jmorano@shjsncy.org,NYCEEC,true,1,99,90,NYCEEC,,R0968,shjsnyc.org,463252485,1,
Sacred Heart School,31,RABJ,301 North Burgher Avenue,NY,10310,,,,sacredheartschoolsi.org,5,Staten Island,(718) 442-0347,0,PK,,0,,,,,100,Sacred Heart School (RABJ),0,612,-8250338.2377,4958446.9888,Sacred Heart School,5,RABJ,31,10310,New Brighton - Silver Lake,612,,,,,,,,,,,,,,767,RABJ,R,31,Sacred Heart School,(718) 442-0347,301 North Burgher Avenue,10310,1,952594,170134,New Brighton - Silver Lake,5,5106588,5001630009,54,rdan@sacredheartschoolsi.org,NYCEEC,true,1,99,54,NYCEEC,,R0922,sacredheartschoolsi.org,132688400,1,
Sacred Heart School,26,QAEQ,216-01 38th Avenue,NY,11361,,,,,4,Queens,(718) 631-4804,0,PK,,0,,,,,100,Sacred Heart School (QAEQ),0,991,-8211724.8133,4978131.8579,Sacred Heart School,4,QAEQ,26,11361,Bayside - Bayside Hills,991,,,,,,,,,,,,,,427,QAEQ,Q,26,Sacred Heart School,(718) 631-4804,216-01 38th Avenue,11361,1,1048741,219042,Bayside - Bayside Hills,4,4136719,4061840029,36,shsbayside@aol.com,NYCEEC,true,1,99,36,NYCEEC,,,,,,
Saint Adalbert's School,31,RAEY,355 Morningstar Road,NY,10303,,,,stadalbertschool.com,5,Staten Island,(718) 442-2020,0,PK,,0,,,,,100,Saint Adalbert's School (RAEY),0,729,-8254009.2553,4957852.066,Saint Adalbert's School,5,RAEY,31,10303,Port Richmond,729,,,,,,,,,,,,,,926,RAEY,R,31,Saint Adalbert's School,(718) 442-2020,355 Morningstar Road,10303,1,943439,168670,Port Richmond,5,5107104,5011360063,40,jbadillo.upk@aol.com,NYCEEC,true,1,99,40,NYCEEC,,R0736,stadalbertschool.com,460713084,1,
Saint Andrews Community Day Care,15,KBFQ,4917 Fourth Avenue,NY,11220,,,,lutheranhealthcare.org/Main/StAndrewsCommunityDayCare.aspx,3,Brooklyn,(718) 492-9678,0,PK,,0.919472994556237,,,,,100,Saint Andrews Community Day Care (KBFQ),460,460,-8238987.9323,4960347.403,Saint Andrews Community Day Care,3,KBFQ,15,11220,Sunset Park West,460,,,,,,,,,,,,,,513,KBFQ,K,15,Saint Andrews Community Day Care,(718) 492-9678,4917 Fourth Avenue,11220,1,980895,174833,Sunset Park West,3,3012910,3007830001,20,mfabian@lmcmc.com,NYCEEC,true,1,99,20,NYCEEC,DC368,ACS,lutheranhealthcare.org/Main/StAndrewsCommunityDayCare.aspx,112439925,1,
Saint Ann - Our Lady of Mount Carmel Annex,10,XACY,3511 Bainbridge Avenue,NY,10467,,,, ,2,Bronx,(718) 655-3449,0,PK,,0,,,,,100,Saint Ann - Our Lady of Mount Carmel Annex (XACY),0,859,-8224124.1098,4994909.272,Saint Ann - Our Lady of Mount Carmel Annex,2,XACY,10,10467,Norwood,859,,,,,,,,,,,,,,1061,XACY,X,10,Saint Ann - Our Lady of Mount Carmel Annex,(718) 655-3449,3511 Bainbridge Avenue,10467,1,1017830,260531,Norwood,2,2017800,2033280060,80,lflores@saintannschoolbx.org,NYCEEC,true,1,99,80,NYCEEC,,, ,132687294,1,
Saint Ann School,4,MAGN,314 East 110th Street,NY,10029,,,,stannschoolnyc.org,1,Manhattan,(212) 722-1295,0,PK,,0,,,,,100,Saint Ann School (MAGN),0,704,-8230940.3411,4981808.1991,Saint Ann School,1,MAGN,4,10029,East Harlem North,704,,,,,,,,,,,,,,902,MAGN,M,4,Saint Ann School,(212) 722-1295,314 East 110th Street,10029,1,1000920,228073,East Harlem North,1,1081359,1016810011,36,hamueller@stannschoolnyc.org,NYCEEC,true,1,99,36,NYCEEC,, ,stannschoolnyc.org,132688387,1,
Saint Anselm School,7,XATO,685 Tinton Avenue,NY,10455,,,,stanselmbx.org,2,Bronx,(718) 993-9464,0,PK,,0,,,,,100,Saint Anselm School (XATO),0,667,-8227119.9761,4985273.9574,Saint Anselm School,2,XATO,7,10455,Melrose South - Mott Haven North,667,,,,,,,,,,,,,,870,XATO,X,7,Saint Anselm School,(718) 993-9464,685 Tinton Avenue,10455,1,1010413,236667,Melrose South - Mott Haven North,2,2004684,2026540001,90,b223@adnyeducation.org,NYCEEC,true,1,99,90,NYCEEC,,R0882,stanselmbx.org,132693054,1,
Saint Anthony I,12,XAPZ,1750 Mansion Street,NY,10460,,,,cmcs.org,2,Bronx,(718) 823-7202,0,PK,,0,,,,,100,Saint Anthony I (XAPZ),0,837,-8223108.6398,4988452.9382,Saint Anthony I,2,XAPZ,12,10460,West Farms - Bronx River,837,,,,,,,,,,,,,,1034,XAPZ,X,12,Saint Anthony I,(718) 823-7202,1750 Mansion Street,10460,2,1020376,244553,West Farms - Bronx River,2,2028456,2039140022,54,nsoto@cmcs.org,NYCEEC,true,2,99,54,NYCEEC,DC25859,,cmcs.org,131740443,1,
Saint Brendan School,10,XADH,268 East 207th Street,NY,10467,,,,stbrendanschoolbronx.org,2,Bronx,(718) 653-2292,0,PK,,0,,,,,100,Saint Brendan School (XADH),0,668,-8224025.7908,4993983.293,Saint Brendan School,2,XADH,10,10467,Norwood,668,,,,,,,,,,,,,,871,XADH,X,10,Saint Brendan School,(718) 653-2292,268 East 207th Street,10467,1,1018077,258240,Norwood,2,2110131,2033420029,40,stbrendanschoolbronx@gmail.com,NYCEEC,true,1,99,40,NYCEEC,,R0922,stbrendanschoolbronx.org,131825935,1,
Saint Brigid School,1,MAGR,185 East 7th Street,NY,10009,,,,stbrigidschoolny.com,1,Manhattan,(212) 677-5210,0,PK,,0,,,,,100,Saint Brigid School (MAGR),0,712,-8235492.4071,4971865.553,Saint Brigid School,1,MAGR,1,10009,Lower East Side,712,,,,,,,,,,,,,,908,MAGR,M,1,Saint Brigid School,(212) 677-5210,185 East 7th Street,10009,1,989603,203419,Lower East Side,1,1004703,1003900001,40,admissions@stbrigidschoolny.com,NYCEEC,true,1,99,40,NYCEEC,, ,stbrigidschoolny.com,463252485,1,
Saint Camillus School,27,QAFC,185 Beach 99th Street,NY,11694,,,,saintcamillusschool.com,4,Queens,(718) 634-5260,0,PK,,0,,,,,100,Saint Camillus School (QAFC),0,794,-8217622.225,4951106.1061,Saint Camillus School,4,QAFC,27,11694,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,794,,,,,,,,,,,,,,991,QAFC,Q,27,Saint Camillus School,(718) 634-5260,185 Beach 99th Street,11694,1,1034204,151925,Brzy Pt -Blle Hrbr -Rockwy Pk -Brd Chnl,4,4440329,4161720020,40,ssmithgonz@aol.com,NYCEEC,true,1,99,40,NYCEEC,,,saintcamillusschool.com,112202386,1,
